familyName,givenName,gender,affiliatedTo,dbpediaURI,yagoURI
Metcalf,Jack,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jack_Metcalf,http://yago-knowledge.org/resource/Jack_Metcalf
Boehlert,Sherwood,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Sherwood_Boehlert,http://yago-knowledge.org/resource/Sherwood_Boehlert
Goldsmith,Stephen,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Stephen_Goldsmith,http://yago-knowledge.org/resource/Stephen_Goldsmith
Beard,Hazel,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Hazel_Beard,http://yago-knowledge.org/resource/Hazel_Beard
Sessoms,Will,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Will_Sessoms,http://yago-knowledge.org/resource/Will_Sessoms
Hendrick,Howard,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Howard_Hendrick,http://yago-knowledge.org/resource/Howard_Hendrick
Keller,Ric,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Ric_Keller,http://yago-knowledge.org/resource/Ric_Keller
Schmidt,Jean,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jean_Schmidt,http://yago-knowledge.org/resource/Jean_Schmidt
Sensenbrenner,Jim,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jim_Sensenbrenner,http://yago-knowledge.org/resource/Jim_Sensenbrenner
Souder,Mark,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Mark_Souder,http://yago-knowledge.org/resource/Mark_Souder
Bernardi,Roy,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Roy_Bernardi,http://yago-knowledge.org/resource/Roy_Bernardi
Ramstad,Jim,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jim_Ramstad,http://yago-knowledge.org/resource/Jim_Ramstad
Ehlers,Vern,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Vern_Ehlers,http://yago-knowledge.org/resource/Vern_Ehlers
Franks,Gary,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Gary_Franks,http://yago-knowledge.org/resource/Gary_Franks
Schrock,Ed,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Ed_Schrock,http://yago-knowledge.org/resource/Ed_Schrock
Ewing,Thomas,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Thomas_W._Ewing,http://yago-knowledge.org/resource/Thomas_W._Ewing
Lewis,Tom,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Tom_Lewis_(American_politician),http://yago-knowledge.org/resource/Tom_Lewis_(American_politician)
Bilirakis,Gus,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Gus_Bilirakis,http://yago-knowledge.org/resource/Gus_Bilirakis
Fox,Jon,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jon_D._Fox,http://yago-knowledge.org/resource/Jon_D._Fox
Bliley,Thomas,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),"http://dbpedia.org/resource/Thomas_J._Bliley,_Jr.","http://yago-knowledge.org/resource/Thomas_J._Bliley,_Jr."
Snowbarger,Vince,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Vince_Snowbarger,http://yago-knowledge.org/resource/Vince_Snowbarger
Whitaker,Jim,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jim_Whitaker,http://yago-knowledge.org/resource/Jim_Whitaker
Heck,Joe,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Joe_Heck,http://yago-knowledge.org/resource/Joe_Heck
Taubenberger,Al,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Al_Taubenberger,http://yago-knowledge.org/resource/Al_Taubenberger
Sullivan,Michael,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Michael_J._Sullivan_(mayor),http://yago-knowledge.org/resource/Michael_J._Sullivan_(mayor)
Weber,Randy,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Randy_Weber,http://yago-knowledge.org/resource/Randy_Weber
Bartlett,Roscoe,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Roscoe_Bartlett,http://yago-knowledge.org/resource/Roscoe_Bartlett
Grams,Rod,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Rod_Grams,http://yago-knowledge.org/resource/Rod_Grams
Merrill,Steve,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Steve_Merrill,http://yago-knowledge.org/resource/Steve_Merrill
Greene,Enid,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Enid_Greene,http://yago-knowledge.org/resource/Enid_Greene
Perzel,John,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/John_Perzel,http://yago-knowledge.org/resource/John_Perzel
Graves,Tom,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Tom_Graves,http://yago-knowledge.org/resource/Tom_Graves
Hukill,Dorothy,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Dorothy_Hukill,http://yago-knowledge.org/resource/Dorothy_Hukill
Quinn,Jack,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jack_Quinn_(politician),http://yago-knowledge.org/resource/Jack_Quinn_(politician)
Hulshof,Kenny,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Kenny_Hulshof,http://yago-knowledge.org/resource/Kenny_Hulshof
Snow,Tony,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Tony_Snow,http://yago-knowledge.org/resource/Tony_Snow
Rowland,John,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/John_G._Rowland,http://yago-knowledge.org/resource/John_G._Rowland
Foley,Mark,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Mark_Foley,http://yago-knowledge.org/resource/Mark_Foley
Crane,Phil,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Phil_Crane,http://yago-knowledge.org/resource/Phil_Crane
Cannon,Chris,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Chris_Cannon,http://yago-knowledge.org/resource/Chris_Cannon
Bennett,John,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/John_O._Bennett,http://yago-knowledge.org/resource/John_O._Bennett
Klug,Scott,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Scott_L._Klug,http://yago-knowledge.org/resource/Scott_L._Klug
Sali,Bill,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Bill_Sali,http://yago-knowledge.org/resource/Bill_Sali
Fortenberry,Jeff,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jeff_Fortenberry,http://yago-knowledge.org/resource/Jeff_Fortenberry
Agresta,Robert,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Robert_A._Agresta,http://yago-knowledge.org/resource/Robert_A._Agresta
Perry,Scott,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Scott_Perry_(politician),http://yago-knowledge.org/resource/Scott_Perry_(politician)
Sekula-Gibbs,Shelley,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Shelley_Sekula-Gibbs,http://yago-knowledge.org/resource/Shelley_Sekula-Gibbs
Mackereth,Beverly,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Beverly_D._Mackereth,http://yago-knowledge.org/resource/Beverly_D._Mackereth
Brown,Hank,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Hank_Brown,http://yago-knowledge.org/resource/Hank_Brown
Hutchinson,Doug,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Doug_Hutchinson,http://yago-knowledge.org/resource/Doug_Hutchinson
Wood,Jere,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jere_Wood,http://yago-knowledge.org/resource/Jere_Wood
Christensen,Jon,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jon_Lynn_Christensen,http://yago-knowledge.org/resource/Jon_Lynn_Christensen
Smith,Robert,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Robert_Freeman_Smith,http://yago-knowledge.org/resource/Robert_Freeman_Smith
Rokita,Todd,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Todd_Rokita,http://yago-knowledge.org/resource/Todd_Rokita
Kinzinger,Adam,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Adam_Kinzinger,http://yago-knowledge.org/resource/Adam_Kinzinger
Carroll,Jennifer,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jennifer_Carroll,http://yago-knowledge.org/resource/Jennifer_Carroll
Roe,Phil,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Phil_Roe_(politician),http://yago-knowledge.org/resource/Phil_Roe_(politician)
Walsh,Maureen,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Maureen_Walsh,http://yago-knowledge.org/resource/Maureen_Walsh
Miller,Dan,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Dan_Miller_(Florida_politician),http://yago-knowledge.org/resource/Dan_Miller_(Florida_politician)
Seastrand,Andrea,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Andrea_Seastrand,http://yago-knowledge.org/resource/Andrea_Seastrand
Gibbs,Bob,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Bob_Gibbs,http://yago-knowledge.org/resource/Bob_Gibbs
Laffey,Steve,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Steve_Laffey,http://yago-knowledge.org/resource/Steve_Laffey
Peeler,Bob,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Bob_Peeler,http://yago-knowledge.org/resource/Bob_Peeler
Rogan,James,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/James_E._Rogan,http://yago-knowledge.org/resource/James_E._Rogan
Kennedy,Mark,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Mark_Kennedy_(politician),http://yago-knowledge.org/resource/Mark_Kennedy_(politician)
Graves,Bill,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Bill_Graves,http://yago-knowledge.org/resource/Bill_Graves
Boucher,Toni,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Toni_Boucher,http://yago-knowledge.org/resource/Toni_Boucher
Coffee,Glenn,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Glenn_Coffee,http://yago-knowledge.org/resource/Glenn_Coffee
Jenkins,Bill,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Bill_Jenkins_(politician),http://yago-knowledge.org/resource/Bill_Jenkins_(politician)
Cunningham,Duke,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Duke_Cunningham,http://yago-knowledge.org/resource/Duke_Cunningham
Ryan,Jim,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jim_Ryan_(politician),http://yago-knowledge.org/resource/Jim_Ryan_(politician)
Neumann,Mark,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Mark_Neumann,http://yago-knowledge.org/resource/Mark_Neumann
Barr,Bob,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Bob_Barr,http://yago-knowledge.org/resource/Bob_Barr
Fordice,Kirk,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Kirk_Fordice,http://yago-knowledge.org/resource/Kirk_Fordice
Coleman,Norm,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Norm_Coleman,http://yago-knowledge.org/resource/Norm_Coleman
Murkowski,Frank,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Frank_Murkowski,http://yago-knowledge.org/resource/Frank_Murkowski
Allard,Wayne,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Wayne_Allard,http://yago-knowledge.org/resource/Wayne_Allard
Ensign,John,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/John_Ensign,http://yago-knowledge.org/resource/John_Ensign
Gregg,Judd,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Judd_Gregg,http://yago-knowledge.org/resource/Judd_Gregg
Fitzgerald,Peter,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Peter_Fitzgerald_(politician),http://yago-knowledge.org/resource/Peter_Fitzgerald_(politician)
Packwood,Bob,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Bob_Packwood,http://yago-knowledge.org/resource/Bob_Packwood
Voinovich,George,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/George_Voinovich,http://yago-knowledge.org/resource/George_Voinovich
Bond,Kit,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Kit_Bond,http://yago-knowledge.org/resource/Kit_Bond
Domenici,Pete,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Pete_Domenici,http://yago-knowledge.org/resource/Pete_Domenici
Cohen,William,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/William_Cohen,http://yago-knowledge.org/resource/William_Cohen
Frohnmayer,David,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/David_B._Frohnmayer,http://yago-knowledge.org/resource/David_B._Frohnmayer
Gallegly,Elton,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Elton_Gallegly,http://yago-knowledge.org/resource/Elton_Gallegly
Crenshaw,Ander,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Ander_Crenshaw,http://yago-knowledge.org/resource/Ander_Crenshaw
Northup,Anne,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Anne_Northup,http://yago-knowledge.org/resource/Anne_Northup
Livingston,Bob,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Bob_Livingston,http://yago-knowledge.org/resource/Bob_Livingston
Norwood,Charlie,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Charlie_Norwood,http://yago-knowledge.org/resource/Charlie_Norwood
Burton,Dan,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Dan_Burton,http://yago-knowledge.org/resource/Dan_Burton
DiFrancesco,Donald,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Donald_DiFrancesco,http://yago-knowledge.org/resource/Donald_DiFrancesco
Hunter,Duncan,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Duncan_Hunter,http://yago-knowledge.org/resource/Duncan_Hunter
Porter,Jon,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jon_Porter,http://yago-knowledge.org/resource/Jon_Porter
Martz,Judy,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Judy_Martz,http://yago-knowledge.org/resource/Judy_Martz
Calvert,Ken,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Ken_Calvert,http://yago-knowledge.org/resource/Ken_Calvert
Musgrave,Marilyn,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Marilyn_Musgrave,http://yago-knowledge.org/resource/Marilyn_Musgrave
Burns,Max,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Max_Burns,http://yago-knowledge.org/resource/Max_Burns
Simpson,Mike,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Mike_Simpson,http://yago-knowledge.org/resource/Mike_Simpson
Simmons,Rob,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Rob_Simmons,http://yago-knowledge.org/resource/Rob_Simmons
Lewis,Ron,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Ron_Lewis,http://yago-knowledge.org/resource/Ron_Lewis
Buyer,Steve,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Steve_Buyer,http://yago-knowledge.org/resource/Steve_Buyer
Everett,Terry,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Terry_Everett,http://yago-knowledge.org/resource/Terry_Everett
Kean,Thomas,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Thomas_Kean,http://yago-knowledge.org/resource/Thomas_Kean
Davis,Thomas,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Thomas_M._Davis,http://yago-knowledge.org/resource/Thomas_M._Davis
Johnson,Tim,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Tim_Johnson_(Illinois_politician),http://yago-knowledge.org/resource/Tim_Johnson_(Illinois_politician)
Gilchrest,Wayne,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Wayne_Gilchrest,http://yago-knowledge.org/resource/Wayne_Gilchrest
Cooksey,John,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/John_Cooksey,http://yago-knowledge.org/resource/John_Cooksey
Smyth,Cameron,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Cameron_Smyth,http://yago-knowledge.org/resource/Cameron_Smyth
Knabe,Don,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Don_Knabe,http://yago-knowledge.org/resource/Don_Knabe
Hultgren,Randy,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Randy_Hultgren,http://yago-knowledge.org/resource/Randy_Hultgren
Steiger,Sam,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Libertarian_Party_(United_States),http://dbpedia.org/resource/Sam_Steiger,http://yago-knowledge.org/resource/Sam_Steiger
McCaw,Susan,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Susan_McCaw,http://yago-knowledge.org/resource/Susan_McCaw
Drake,Thelma,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Thelma_Drake,http://yago-knowledge.org/resource/Thelma_Drake
Barletta,Lou,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Lou_Barletta,http://yago-knowledge.org/resource/Lou_Barletta
Jordan,Nick,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Nick_Jordan_(politician),http://yago-knowledge.org/resource/Nick_Jordan_(politician)
Davis,Geoff,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Geoff_Davis,http://yago-knowledge.org/resource/Geoff_Davis
Carollo,Joe,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Joe_Carollo,http://yago-knowledge.org/resource/Joe_Carollo
Craig,Larry,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Larry_Craig,http://yago-knowledge.org/resource/Larry_Craig
White,Rick,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Rick_White_(politician),http://yago-knowledge.org/resource/Rick_White_(politician)
Cook,Paul,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Paul_Cook_(politician),http://yago-knowledge.org/resource/Paul_Cook_(politician)
Neugebauer,Randy,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Randy_Neugebauer,http://yago-knowledge.org/resource/Randy_Neugebauer
Shuster,Bud,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Bud_Shuster,http://yago-knowledge.org/resource/Bud_Shuster
Horne,Tom,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Tom_Horne,http://yago-knowledge.org/resource/Tom_Horne
Lightfoot,Jim,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Jim_Ross_Lightfoot,http://yago-knowledge.org/resource/Jim_Ross_Lightfoot
Flores,Bill,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Bill_Flores,http://yago-knowledge.org/resource/Bill_Flores
Rothfus,Keith,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Keith_Rothfus,http://yago-knowledge.org/resource/Keith_Rothfus
Wenstrup,Brad,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Brad_Wenstrup,http://yago-knowledge.org/resource/Brad_Wenstrup
Holding,George,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/George_Holding,http://yago-knowledge.org/resource/George_Holding
Taylor,Robin,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Robin_L._Taylor,http://yago-knowledge.org/resource/Robin_L._Taylor
Bigelow,Ron,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Ron_C._Bigelow,http://yago-knowledge.org/resource/Ron_C._Bigelow
Levy,David,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/David_A._Levy,http://yago-knowledge.org/resource/David_A._Levy
Walters,Mimi,http://yago-knowledge.org/resource/female,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Mimi_Walters,http://yago-knowledge.org/resource/Mimi_Walters
Thomas,Craig,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Craig_L._Thomas,http://yago-knowledge.org/resource/Craig_L._Thomas
Weldon,Dave,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Dave_Weldon,http://yago-knowledge.org/resource/Dave_Weldon
Cain,Herman,http://yago-knowledge.org/resource/male,http://yago-knowledge.org/resource/Republican_Party_(United_States),http://dbpedia.org/resource/Herman_Cain,http://yago-knowledge.org/resource/Herman_Cain
